barcode_no,species,county,town,gridref_original,gridref_1km,gridref_10km,flag,latitude_decimal,longitude_decimal,error_radius,date
10884155,Vespa crabro,Herts.,Boxmoor,NA,NA,NA,NA,51.7452,-0.4991,1.1,1942-09-01
10884093,Vespa crabro,London,Richmond,NA,NA,NA,NA,51.4613,-0.3037,2,1942-10-10
10883826,Vespula vulgaris,Bucks.,Black Park,NA,NA,NA,NA,51.5466,-0.5418,2.6,1942-09-07
10883523,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1942-08-14
10883472,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-08-12
10883471,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-08-06
10883470,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-07-25
10883469,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-08-06
10883468,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-07-22
10883467,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-08-01
10883466,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-08-06
10883465,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-07-19
10883464,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-07-19
10883463,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-07-30
10883462,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-08-02
10883461,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-08-03
10883422,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-10-03
10883292,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1942-08-14
10883289,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1942-06-06
10883288,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1942-06-23
10883287,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1942-04-08
10883097,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-06-01
10883096,Vespula vulgaris,Glos.,Symonds Yat,NA,NA,NA,NA,51.846736,-2.645709,0.4,1942-05-29
10883095,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-05-03
10883094,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-05-03
10883093,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-04-18
10883092,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-04-26
10883091,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-04-12
10883090,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-04-14
10882737,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-08-03
10882608,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-09-28
10881561,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1942-04-22
10881470,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1942-04-11
10881446,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-04-15
10881445,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-10-02
10881443,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-10-02
10881442,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-10-02
10881441,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-09-19
10881440,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1942-05-07
10884160,Vespa crabro,Bucks.,Woburn Sands,NA,NA,NA,NA,52.0122,-0.6473,1.6,1943-09-01
10883479,Vespula vulgaris,Glos.,Walham,NA,NA,NA,NA,51.87850189,-2.252199888,1,1943-08-19
10883478,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-10-27
10883477,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-22
10883476,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-17
10883475,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-16
10883474,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-16
10883473,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-17
10883421,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-06-29
10883201,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-04-13
10883087,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-08-06
10883075,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-05-15
10882990,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-10-30
10882974,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-10-27
10882973,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-10-27
10882747,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-09-21
10882742,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-03
10882740,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-22
10882739,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-16
10882736,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-09-09
10882685,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1943-09-12
10882548,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-07-16
10881477,Vespula germanica,Herts.,Tring,NA,NA,NA,NA,51.79610062,-0.655900002,1.89999997,1943-04-14
10881464,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1943-05-04
10881427,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1943-05-27
10884460,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1944-07-23
10884459,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1944-07-25
10884458,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1944-07-26
10884342,Vespa crabro,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944-09-10
10884289,Vespa crabro,Cambs.,Cambridge,NA,NA,NA,NA,52.2053,0.1218,5.2,1944-11-25
10884274,Vespa crabro,NA,Monmouth,SD4076,SD4076,NA,NA,NA,NA,1.48,1944-05-01
10884216,Vespa crabro,Surrey,Ottershaw,NA,NA,NA,NA,51.3634,-0.5303,1,1944-08-08
10884200,Vespa crabro,Surrey,Ottershaw,NA,NA,NA,NA,51.3634,-0.5303,1,1944-08-08
10884177,Vespa crabro,Dorset,Cranborne,NA,NA,NA,NA,50.9188,-1.9214,1.6,1944-09-01
10884143,Vespa crabro,Surrey,Ottershaw,NA,NA,NA,NA,51.3634,-0.5303,1,1944-09-18
10884139,Vespa crabro,Dorset,Cranborne,NA,NA,NA,NA,50.9188,-1.9214,1.6,1944-09-01
10884138,Vespa crabro,Dorset,Cranborne,NA,NA,NA,NA,50.9188,-1.9214,1.6,1944-09-01
10884088,Vespa crabro,Hants.,Holdenhurst,NA,NA,NA,NA,50.75736,-1.820084,1.03,1944-10-13
10884060,Vespa crabro,London,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1944-09-25
10883691,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-17
10883690,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-14
10883689,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-14
10883688,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-21
10883687,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-21
10883686,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-06-19
10883685,Vespula vulgaris,Glos.,Daglingworth,NA,NA,NA,NA,51.7445,-2.0102,0.8,1944-07-31
10883684,Vespula vulgaris,Glos.,Daglingworth,NA,NA,NA,NA,51.7445,-2.0102,0.8,1944-07-31
10883683,Vespula vulgaris,Glos.,Daglingworth,NA,NA,NA,NA,51.7445,-2.0102,0.8,1944-07-31
10883682,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-13
10883681,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-08-26
10883680,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-14
10883679,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-06-19
10883678,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-02
10883677,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-24
10883527,Vespula vulgaris,Somerset,Edington,NA,NA,NA,NA,51.1526,-2.8778,0.5,1944-08-23
10883521,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1944-07-23
10882995,Vespula vulgaris,Scotland,Aviemore,NA,NA,NA,NA,NA,NA,NA,1944-10-04
10882992,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-10-22
10882711,Vespula germanica,S. Yorkshire,Longley Park,NA,NA,NA,NA,53.41806,-1.463021,0.5,1944-08-27
10882696,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-07-14
10882695,Vespula germanica,Glos.,Daglingworth,NA,NA,NA,NA,51.7445,-2.0102,0.8,1944-07-31
10882694,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-08-12
10882693,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-08-02
10882580,Vespula germanica,Glos.,Daglingworth,NA,NA,NA,NA,51.7445,-2.0102,0.8,1944-07-31
10882568,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-09-11
10881478,Vespula germanica,Somerset,Edington,NA,NA,NA,NA,51.1526,-2.8778,0.5,1944-05-10
10881343,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1944-10-19
10884425,Vespa crabro,Herts.,Tring,NA,NA,NA,NA,51.7961,-0.6559,1.5,1945-04-19
10884415,Vespa crabro,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1945-09-09
10884349,Vespa crabro,Middx.,Harrow,NA,NA,NA,NA,51.615892,-0.341217,0.57,1945-08-07
10884347,Vespa crabro,Middx.,Harrow,NA,NA,NA,NA,51.615892,-0.341217,0.57,1945-08-07
10884346,Vespa crabro,Middx.,Harrow,NA,NA,NA,NA,51.615892,-0.341217,0.57,1945-08-07
10884344,Vespa crabro,Middx.,Harrow,NA,NA,NA,NA,51.615892,-0.341217,0.57,1945-08-07
10884341,Vespa crabro,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945-06-04
10884340,Vespa crabro,Middx.,Harrow,NA,NA,NA,NA,51.615892,-0.341217,0.57,1945-08-07
10884339,Vespa crabro,Middx.,Harrow,NA,NA,NA,NA,51.615892,-0.341217,0.57,1945-08-07
10884338,Vespa crabro,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945-07-23
10884221,Vespa crabro,Norfolk,Weeting,NA,NA,NA,NA,52.4686,0.6095,1.1,1945-05-25
10884064,Vespa crabro,Herts.,Tring,NA,NA,NA,NA,51.7961,-0.6559,1.5,1945-10-01
10884027,Vespa crabro,Wilts.,NA,NA,NA,NA,OC,51.2463,-1.9922,53.6,1945-06-01
10883928,Vespula vulgaris,Glos.,Cheltenham,NA,NA,NA,NA,51.8994,-2.0783,3.7,1945-06-24
10883420,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-08-23
10883419,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-08-19
10883220,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-12
10883219,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-13
10883200,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-15
10883199,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-15
10883198,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-09
10883197,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-09
10883196,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-09
10883195,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-09
10883194,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-12
10883101,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-05-17
10883100,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-12
10883099,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-12
10882727,Vespula germanica,Glos.,Cheltenham,NA,NA,NA,NA,51.8994,-2.0783,3.7,1945-10-30
10882704,Vespula germanica,Glos.,Cheltenham,NA,NA,NA,NA,51.8994,-2.0783,3.7,1945-10-30
10882609,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-08-26
10882582,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-08-19
10881556,Vespula germanica,Norfolk,Weeting,NA,NA,NA,NA,52.4686,0.6095,1.1,1945-05-25
10881536,Vespula germanica,Herts.,Boxmoor,NA,NA,NA,NA,51.7452,-0.4991,1.1,1945-06-12
10881533,Vespula germanica,Oxon,Souldern,NA,NA,NA,NA,51.976076,-1.24514,1.2,1945-06-21
10881496,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-27
10881485,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-27
10881484,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-12
10881483,Vespula germanica,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1945-04-12
10881472,Vespula germanica,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1945-04-06
10881437,Vespula germanica,S. Yorkshire,Longley Park,NA,NA,NA,NA,53.41806,-1.463021,0.5,1945-06-23
10884257,Vespa crabro,London,Putney Heath,NA,NA,NA,Hibernating,51.4502,-0.2326,0.8,1946-03-17
10884380,Vespa crabro,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1946-09-24
10884369,Vespa crabro,Devon,Axminster,NA,NA,NA,NA,50.78269958,-2.994899988,1.39999997,1946-10-06
10884336,Vespa crabro,Herts.,Watford,NA,NA,NA,NA,51.677039,-0.436846,0.6,1946-10-02
10884319,Vespa crabro,Devon,Axminster,NA,NA,NA,NA,50.78269958,-2.994899988,1.39999997,1946-08-21
10884318,Vespa crabro,Devon,Axminster,NA,NA,NA,NA,50.78269958,-2.994899988,1.39999997,1946-08-21
10884315,Vespa crabro,Devon,Axminster,NA,NA,NA,NA,50.78269958,-2.994899988,1.39999997,1946-08-21
10884314,Vespa crabro,Devon,Axminster,NA,NA,NA,NA,50.78269958,-2.994899988,1.39999997,1946-08-21
10884211,Vespa crabro,Devon,Bickleigh Vale,NA,NA,NA,NA,50.43439865,-4.081999779,3.0999999,1946-06-07
10883311,Vespula vulgaris,Essex,Brentwood,NA,NA,NA,NA,51.6205,0.3072,4.4,1946-05-18
10882698,Vespula germanica,Jersey,St. Catherines,NA,NA,NA,NA,NA,NA,NA,1946-08-01
10882626,Vespula germanica,Jersey,Quennevais,NA,NA,NA,NA,NA,NA,NA,1946-08-08
10882625,Vespula germanica,Jersey,Gorey,NA,NA,NA,NA,NA,NA,NA,1946-08-06
10884445,Vespula vulgaris,Scotland,Kincraig,NA,NA,NA,NA,NA,NA,NA,1947-10-26
10884444,Vespula vulgaris,Scotland,Kincraig,NA,NA,NA,NA,NA,NA,NA,1947-10-26
10884368,Vespa crabro,Devon,NA,NA,NA,NA,OC,50.7772,-3.9995,67.2,1947-10-02
10884326,Vespa crabro,Devon,NA,NA,NA,NA,OC,50.7772,-3.9995,67.2,1947-10-02
10884209,Vespa crabro,London,St. Albans,NA,NA,NA,NA,51.7527,-0.3394,4.6,1947-10-01
10883867,Vespula vulgaris,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1947-10-20
10883857,Vespula vulgaris,Scotland,Kincraig,NA,NA,NA,NA,NA,NA,NA,1947-10-26
10883795,Vespula vulgaris,Cornwall,Bossiney,NA,NA,NA,NA,50.667089,-4.738715,0.9,1947-08-08
10883321,Vespula vulgaris,Middx.,Edmonton,NA,NA,NA,NA,51.6136,-0.0626,1.4,1947-04-30
10883185,Vespula vulgaris,Middx.,Edmonton,NA,NA,NA,NA,51.6136,-0.0626,1.4,1947-05-02
10883018,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1947-10-25
10883017,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1947-10-25
10883016,Vespula vulgaris,Glos.,Rodborough,NA,NA,NA,NA,51.7391,-2.2342,0.4,1947-10-25
10883015,Vespula vulgaris,Scotland,Kincraig,NA,NA,NA,NA,NA,NA,NA,1947-10-26
10882996,Vespula vulgaris,Scotland,Kineraig,NA,NA,NA,NA,NA,NA,NA,1947-10-26
10881554,Vespula germanica,Beds.,Beds.,NA,NA,NA,NA,51.3857,-2.0532,1,1947-04-16
10881552,Vespula germanica,Middx.,Edmonton,NA,NA,NA,NA,51.6136,-0.0626,1.4,1947-05-08
10881247,Vespula germanica,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1947-10-05
10884433,Vespa crabro,Worcestershire,Wyre Forest,NA,NA,NA,NA,52.3817,-2.3722,6.4,1948-07-28
10884428,Vespa crabro,Herts.,Watford,NA,NA,NA,NA,51.6565,-0.3903,5.2,1948-09-07
10884413,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1948-08-12
10884311,Vespa crabro,Herts.,Watford,NA,NA,NA,NA,51.669092,-0.413672,0.03,1948-11-07
10884282,Vespa crabro,Devon,Lympstone,NA,NA,NA,NA,50.6482,-3.4295,1.5,1948-09-25
10884099,Vespa crabro,Devon,Lydford,NA,NA,NA,NA,50.6554,-4.0898,0.3,1948-10-09
10883802,Vespula vulgaris,Wales,Pembroke,NA,NA,NA,NA,51.968493,-4.870789,2.21,1948-11-08
10883801,Vespula vulgaris,Wales,Pembroke,NA,NA,NA,NA,52.0216,-4.892,0.03,1948-08-24
10883725,Vespula vulgaris,Wales,Pembroke,NA,NA,NA,NA,52.016946,-4.902055,0.46,1948-08-30
10883724,Vespula vulgaris,Wales,Pembroke,NA,NA,NA,NA,52.015315,-4.83491,2.26,1948-08-26
10884376,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1949-07-16
10884375,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1949-07-16
10884370,Vespa crabro,Hants.,New Forest,SU2608,SU2608,NA,NA,50.8765,-1.6315,,1949-07-16
10884151,Vespa crabro,Somerset,Wedmore,NA,NA,NA,NA,51.229303,-2.810365,1,1949-10-14
10884126,Vespa crabro,Hants.,Berley,NA,NA,NA,NA,50.826105,-1.701957,2.83,1949-08-08
10884117,Vespa crabro,Hants.,Berley,NA,NA,NA,NA,50.826105,-1.701957,2.83,1949-08-08
10884115,Vespa crabro,Hants.,Berley,NA,NA,NA,NA,50.826105,-1.701957,2.83,1949-08-08
10883884,Vespula vulgaris,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1949-08-30
10883883,Vespula vulgaris,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1949-08-30
10883882,Vespula vulgaris,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1949-08-30
10883881,Vespula vulgaris,Kent,Orpington,NA,NA,NA,NA,51.37480164,0.0942,3.20000004,1949-08-30
10883637,Vespula vulgaris,Surrey,Caterham,NA,NA,NA,NA,51.2803,-0.0816,2.6,1949-08-01
10883514,Vespula vulgaris,Cumbria,Grange-over-Sands,NA,NA,NA,NA,54.191,-2.9107,2.2,1949-07-24
10883127,Vespula vulgaris,London,Ealing,NA,NA,NA,NA,51.5111,-0.3058,2.2,1949-01-16
10881542,Vespula germanica,London,Crayford,NA,NA,NA,NA,51.453,0.1791,1.2,1949-04-01
10881538,Vespula germanica,London,Crayford,NA,NA,NA,NA,51.453,0.1791,1.2,1949-04-01
10881424,Vespula germanica,London,Crayford,NA,NA,NA,NA,51.453,0.1791,1.2,1949-10-01
10884246,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884245,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884244,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884243,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884242,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884241,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884240,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884239,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884238,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884237,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884236,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884234,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884232,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884167,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884166,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884163,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884162,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884153,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884111,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884110,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884094,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884086,Vespa crabro,Surrey,Byfleet,NA,NA,NA,Bred,51.3401,-0.4714,1.5,1950-10-01
10884440,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1950-10-01
10884439,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1950-10-01
10884438,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1950-10-01
10884437,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1950-10-01
10884316,Vespa crabro,London,Ealing,NA,NA,NA,NA,51.513056,-0.288903,0.25,1950-10-11
10884261,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1950-10-01
10884260,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1950-10-01
10884259,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1950-10-01
10884229,Vespa crabro,London,Harlesden,NA,NA,NA,NA,51.534863,-0.247302,0.89,1950-10-16
10884189,Vespa crabro,Somerset,Bickenhall,NA,NA,NA,NA,50.960612,-3.025784,1.1,1950-09-02
10884188,Vespa crabro,Somerset,Bickenhall,NA,NA,NA,NA,50.960612,-3.025784,1.1,1950-09-02
10884187,Vespa crabro,Somerset,Bickenhall,NA,NA,NA,NA,50.960612,-3.025784,1.1,1950-09-02
10881560,Vespula germanica,Surrey,Walton-on-Thames,NA,NA,NA,NA,51.3885,-0.417,2.3,1950-05-24
10884406,Vespa crabro,Essex,Felsted,NA,NA,NA,NA,51.857807,0.435744,0.9,1951-07-21
10884403,Vespa crabro,Surrey,Byfleet,NA,NA,NA,NA,51.3401,-0.4714,1.5,1951-04-01
